feature_set,model,cv_f1_mean,cv_f1_std,cv_auc_mean,cv_auc_std,cv_acc_mean,cv_acc_std
selected_l1,SVM(RBF),0.9808356271149654,0.008489836349554164,0.9966976264189886,0.0023892336228669023,0.9758241758241759,0.010766987880365633
selected_l1,LogisticRegression,0.9808053860640887,0.006501024222731189,0.996078431372549,0.0035087719298245636,0.9758241758241757,0.008223422828074603
selected_l1,RandomForest,0.9772952780533528,0.012009777277152668,0.9933952528379771,0.004517837799762139,0.9714285714285715,0.01490621974313247
selected_l1,KNN,0.9722601849804201,0.006335863318147125,0.9931888544891642,0.006352410070799735,0.9648351648351647,0.008223422828074567
selected_l1,DecisionTree,0.9538484853483327,0.015488801068783968,0.9425180598555212,0.019873144088065862,0.9428571428571427,0.018906209378115674
