feature_set,model,cv_f1_mean,cv_f1_std,cv_auc_mean,cv_auc_std,cv_acc_mean,cv_acc_std
feature_engineered,LogisticRegression,0.9842862779136748,0.003510989956860994,0.9966976264189886,0.004312194513060118,0.9802197802197801,0.004395604395604424
feature_engineered,SVM(RBF),0.9774162692126079,0.011480136113167205,0.9961816305469556,0.0023442346112694926,0.9714285714285715,0.01490621974313247
feature_engineered,RandomForest,0.9718618363471648,0.010465484818654005,0.9907636738906088,0.008230740714794776,0.9648351648351647,0.01281527888976988
feature_engineered,KNN,0.9691060755699334,0.00988300261870601,0.9902476780185758,0.007961065517813337,0.9604395604395604,0.01318681318681319
feature_engineered,DecisionTree,0.9504952705174794,0.008165643920047785,0.9378224974200207,0.020034997458356248,0.9384615384615385,0.011206636293610512
